DATE,SITE,TREATMENT,SIZE,SCIENTIFIC_NAME,COMMON_NAME
07/23/09,MOHK,CONTROL,3.5,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,CONTROL,3.5,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,CONTROL,4,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,CONTROL,4,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,CONTROL,4,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,CONTROL,5.5,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,CONTROL,5.5,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,CONTROL,5.5,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,CONTROL,5.5,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,CONTROL,5.5,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,CONTROL,5.5,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,CONTROL,6,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,CONTROL,6,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,CONTROL,6,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,CONTROL,6,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,CONTROL,6,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,CONTROL,6,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,CONTROL,6,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,CONTROL,6,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,CONTROL,6,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,CONTROL,6,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,CONTROL,6,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,CONTROL,6,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,CONTROL,6,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,CONTROL,6.5,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,CONTROL,7,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,CONTROL,7,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,CONTROL,7,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,CONTROL,7,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,CONTROL,7,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,CONTROL,7,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,CONTROL,7,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,CONTROL,7.5,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,CONTROL,7.5,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,CONTROL,7.5,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,CONTROL,7.5,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,CONTROL,7.5,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,CONTROL,7.5,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,CONTROL,7.5,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,CONTROL,7.5,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,CONTROL,8,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,CONTROL,8,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,CONTROL,8,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,CONTROL,8,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,CONTROL,8,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,CONTROL,8,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,CONTROL,8,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,CONTROL,8,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,CONTROL,8,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,CONTROL,8,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,CONTROL,8.5,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,CONTROL,8.5,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,CONTROL,8.5,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,CONTROL,9,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,CONTROL,9,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,CONTROL,9,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,CONTROL,9,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,CONTROL,9,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,CONTROL,9,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,CONTROL,9.5,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,CONTROL,10,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,CONTROL,10,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,CONTROL,11,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,CONTROL,12,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,CONTROL,12,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,ANNUAL,2.5,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,ANNUAL,2.5,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,ANNUAL,3,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,ANNUAL,3,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,ANNUAL,3,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,ANNUAL,3,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,ANNUAL,3,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,ANNUAL,4.5,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,ANNUAL,4.5,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,ANNUAL,4.5,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,ANNUAL,4.5,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,ANNUAL,4.5,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,ANNUAL,4.5,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,ANNUAL,4.5,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,ANNUAL,4.5,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,ANNUAL,5,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,ANNUAL,5,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,ANNUAL,5,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,ANNUAL,5,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,ANNUAL,5,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,ANNUAL,5,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,ANNUAL,5,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,ANNUAL,5,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,ANNUAL,5,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,ANNUAL,5,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,ANNUAL,5,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,ANNUAL,5,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,ANNUAL,5.5,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,ANNUAL,5.5,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,ANNUAL,5.5,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,ANNUAL,5.5,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,ANNUAL,5.5,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,ANNUAL,5.5,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,ANNUAL,5.5,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,ANNUAL,6,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,ANNUAL,6,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,ANNUAL,6,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,ANNUAL,6,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,ANNUAL,6,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,ANNUAL,6,Strongylocentrotus purpuratus,Purple Urchin
07/23/09,MOHK,ANNUAL,3.5,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,ANNUAL,4,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,ANNUAL,4,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,ANNUAL,4.5,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,ANNUAL,4.5,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,ANNUAL,5,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,ANNUAL,5,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,ANNUAL,5,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,ANNUAL,5,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,ANNUAL,5,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,ANNUAL,5,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,ANNUAL,5.5,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,ANNUAL,5.5,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,ANNUAL,6,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,ANNUAL,6,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,ANNUAL,6,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,ANNUAL,6,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,ANNUAL,6,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,ANNUAL,6,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,ANNUAL,6.5,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,ANNUAL,6.5,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,ANNUAL,6.5,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,ANNUAL,6.5,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,ANNUAL,7,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,ANNUAL,7,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,ANNUAL,7,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,ANNUAL,7,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,ANNUAL,7,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,ANNUAL,7,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,ANNUAL,7,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,ANNUAL,7,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,ANNUAL,7,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,ANNUAL,7,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,ANNUAL,7,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,ANNUAL,7,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,ANNUAL,7.5,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,ANNUAL,7.5,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,ANNUAL,7.5,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,ANNUAL,7.5,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,ANNUAL,7.5,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,ANNUAL,7.5,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,ANNUAL,7.5,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,ANNUAL,7.5,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,ANNUAL,7.5,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,ANNUAL,8,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,ANNUAL,8,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,ANNUAL,8,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,ANNUAL,8,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,ANNUAL,8,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,ANNUAL,8,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,ANNUAL,8,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,ANNUAL,8,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,ANNUAL,8,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,ANNUAL,8,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,ANNUAL,9,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,ANNUAL,9,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,ANNUAL,10,Mesocentrotus franciscanus,Red Urchin
07/23/09,MOHK,ANNUAL,10,Mesocentrotus franciscanus,Red Urchin
07/15/09,AQUE,CONTROL,2.5,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,3,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,6,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,6,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,6,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,6,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,6,Strongylocentrotus purpuratus,Purple Urchin
07/15/09,AQUE,CONTROL,3,Mesocentrotus franciscanus,Red Urchin
07/15/09,AQUE,CONTROL,4,Mesocentrotus franciscanus,Red Urchin
07/15/09,AQUE,CONTROL,4,Mesocentrotus franciscanus,Red Urchin
07/15/09,AQUE,CONTROL,4,Mesocentrotus franciscanus,Red Urchin
07/15/09,AQUE,CONTROL,4.5,Mesocentrotus franciscanus,Red Urchin
07/15/09,AQUE,CONTROL,4.5,Mesocentrotus franciscanus,Red Urchin
07/15/09,AQUE,CONTROL,5,Mesocentrotus franciscanus,Red Urchin
07/15/09,AQUE,CONTROL,5,Mesocentrotus franciscanus,Red Urchin
07/15/09,AQUE,CONTROL,5,Mesocentrotus franciscanus,Red Urchin
07/15/09,AQUE,CONTROL,5,Mesocentrotus franciscanus,Red Urchin
07/15/09,AQUE,CONTROL,5,Mesocentrotus franciscanus,Red Urchin
07/15/09,AQUE,CONTROL,5,Mesocentrotus franciscanus,Red Urchin
07/15/09,AQUE,CONTROL,5,Mesocentrotus franciscanus,Red Urchin
07/15/09,AQUE,CONTROL,5,Mesocentrotus franciscanus,Red Urchin
07/15/09,AQUE,CONTROL,5,Mesocentrotus franciscanus,Red Urchin
07/15/09,AQUE,CONTROL,5,Mesocentrotus franciscanus,Red Urchin
07/15/09,AQUE,CONTROL,5,Mesocentrotus franciscanus,Red Urchin
07/15/09,AQUE,CONTROL,5,Mesocentrotus franciscanus,Red Urchin
07/15/09,AQUE,CONTROL,5,Mesocentrotus franciscanus,Red Urchin
07/15/09,AQUE,CONTROL,5,Mesocentrotus franciscanus,Red Urchin
07/15/09,AQUE,CONTROL,5,Mesocentrotus franciscanus,Red Urchin
07/15/09,AQUE,CONTROL,5,Mesocentrotus franciscanus,Red Urchin
07/15/09,AQUE,CONTROL,5.5,Mesocentrotus franciscanus,Red Urchin
07/15/09,AQUE,CONTROL,6.5,Mesocentrotus franciscanus,Red Urchin
07/15/09,AQUE,CONTROL,6.5,Mesocentrotus franciscanus,Red Urchin
07/15/09,AQUE,CONTROL,6.5,Mesocentrotus franciscanus,Red Urchin
07/15/09,AQUE,CONTROL,6.5,Mesocentrotus franciscanus,Red Urchin
07/15/09,AQUE,CONTROL,7,Mesocentrotus franciscanus,Red Urchin
07/15/09,AQUE,CONTROL,7,Mesocentrotus franciscanus,Red Urchin
07/15/09,AQUE,CONTROL,7,Mesocentrotus franciscanus,Red Urchin
07/15/09,AQUE,CONTROL,7,Mesocentrotus franciscanus,Red Urchin
07/15/09,AQUE,CONTROL,7,Mesocentrotus franciscanus,Red Urchin
07/15/09,AQUE,CONTROL,7,Mesocentrotus franciscanus,Red Urchin
07/15/09,AQUE,CONTROL,7,Mesocentrotus franciscanus,Red Urchin
07/15/09,AQUE,CONTROL,7,Mesocentrotus franciscanus,Red Urchin
07/15/09,AQUE,CONTROL,7,Mesocentrotus franciscanus,Red Urchin
07/15/09,AQUE,CONTROL,7.5,Mesocentrotus franciscanus,Red Urchin
07/15/09,AQUE,CONTROL,7.5,Mesocentrotus franciscanus,Red Urchin
07/15/09,AQUE,CONTROL,9.5,Mesocentrotus franciscanus,Red Urchin
